# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  114       4.219422511876e-10       1.293988569319e-13      -4.333900924501e-12       0.000000000000e+00       7.247153603925e-12       1.064628893437e-12      -6.230925669308e-15 
  115       4.264428818815e-10       1.309166923154e-13      -4.417047159729e-12       0.000000000000e+00       7.078817460135e-12       1.045283957150e-12      -6.149295288428e-15 
  116       4.309592926104e-10       1.323877431008e-13      -4.499210893039e-12       0.000000000000e+00       6.914983658221e-12       1.026404968845e-12      -6.070873956039e-15 
  117       4.354908224727e-10       1.338105123723e-13      -4.580318791252e-12       0.000000000000e+00       6.755589812854e-12       1.007986426805e-12      -5.995705573609e-15 
  118       4.400369084910e-10       1.351835808488e-13      -4.660298210636e-12       0.000000000000e+00       6.600649067594e-12       9.900297054564e-13      -5.923579743288e-15 
  119       4.445969029719e-10       1.365055618038e-13      -4.739076382847e-12       0.000000000000e+00       6.450149446474e-12       9.725332590122e-13      -5.854254613147e-15 
  120       4.491700707924e-10       1.377751024816e-13      -4.816580447039e-12       0.000000000000e+00       6.304053083909e-12       9.554925312443e-13      -5.787456057099e-15 
  121       4.537555866845e-10       1.389908855146e-13      -4.892737481995e-12       0.000000000000e+00       6.162295454597e-12       9.388998652546e-13      -5.722876854810e-15 
  122       4.583525325220e-10       1.401516303391e-13      -4.967474538239e-12       0.000000000000e+00       6.024784603429e-12       9.227444132451e-13      -5.660175871622e-15 
  123       4.629598946051e-10       1.412560946126e-13      -5.040718670159e-12       0.000000000000e+00       5.891400375391e-12       9.070120462890e-13      -5.598977238467e-15 
  124       4.675765609466e-10       1.423030756299e-13      -5.112396968129e-12       0.000000000000e+00       5.761993645473e-12       8.916852641016e-13      -5.538869531786e-15 
  125       4.722013185574e-10       1.432914117400e-13      -5.182436590626e-12       0.000000000000e+00       5.636385548573e-12       8.767431048111e-13      -5.479404953444e-15 
  126       4.768328507321e-10       1.442199837623e-13      -5.250764796350e-12       0.000000000000e+00       5.514366709403e-12       8.621610547295e-13      -5.420098510649e-15 
  127       4.814697343346e-10       1.450877164039e-13      -5.317308976348e-12       0.000000000000e+00       5.395696472395e-12       8.479109581230e-13      -5.360427195870e-15 
  128       4.861104370836e-10       1.458935796754e-13      -5.381996686130e-12       0.000000000000e+00       5.280102131605e-12       8.339609269834e-13      -5.299829166751e-15 
  129       4.907534741903e-10       1.466366305682e-13      -5.444756425404e-12       0.000000000000e+00       5.167337573652e-12       8.202827053370e-13      -5.237832094167e-15 
  130       4.953979034630e-10       1.473161402440e-13      -5.505520005760e-12       0.000000000000e+00       5.057368115762e-12       8.068748672249e-13      -5.174455867401e-15 
  131       5.000428796392e-10       1.479314835401e-13      -5.564220504634e-12       0.000000000000e+00       4.950204583755e-12       7.937420049014e-13      -5.109852722076e-15 
  132       5.046874983436e-10       1.484821016479e-13      -5.620791578078e-12       0.000000000000e+00       4.845845375065e-12       7.808874658901e-13      -5.044182135213e-15 
  133       5.093307945147e-10       1.489675038175e-13      -5.675167498229e-12       0.000000000000e+00       4.744276113784e-12       7.683133160963e-13      -4.977610929431e-15 
  134       5.139717408296e-10       1.493872690623e-13      -5.727283190779e-12       0.000000000000e+00       4.645469305710e-12       7.560203029201e-13      -4.910313377144e-15 
  135       5.186092461311e-10       1.497410478640e-13      -5.777074272446e-12       0.000000000000e+00       4.549383993382e-12       7.440078183692e-13      -4.842471304758e-15 
  136       5.232421538525e-10       1.500285638769e-13      -5.824477088443e-12       0.000000000000e+00       4.455965411133e-12       7.322738621712e-13      -4.774274196865e-15 
  137       5.278692404442e-10       1.502496156329e-13      -5.869428749947e-12       0.000000000000e+00       4.365144640128e-12       7.208150048870e-13      -4.705919300447e-15 
  138       5.324892137993e-10       1.504040782461e-13      -5.911867171569e-12       0.000000000000e+00       4.276838263408e-12       7.096263510232e-13      -4.637611729067e-15 
  139       5.371007116795e-10       1.504919051172e-13      -5.951731108823e-12       0.000000000000e+00       4.190948020937e-12       6.987015021451e-13      -4.569564567070e-15 
  140       5.417023001412e-10       1.505131296388e-13      -5.988960195601e-12       0.000000000000e+00       4.107360464641e-12       6.880325199890e-13      -4.501998973776e-15 
  141       5.462924719609e-10       1.504678668994e-13      -6.023494981633e-12       0.000000000000e+00       4.025946613455e-12       6.776098895759e-13      -4.435144287684e-15 
  142       5.508696450616e-10       1.503563153885e-13      -6.055276969966e-12       0.000000000000e+00       3.946561608368e-12       6.674224823232e-13      -4.369238130664e-15 
  143       5.554321609384e-10       1.501787587013e-13      -6.084248654429e-12       0.000000000000e+00       3.869044367461e-12       6.574575191584e-13      -4.304526512153e-15 
  144       5.599784173698e-10       1.499355796716e-13      -6.110354099974e-12       0.000000000000e+00       3.793251373655e-12       6.477032513453e-13      -4.241211342064e-15 
  145       5.645072846204e-10       1.496273007446e-13      -6.133540669076e-12       0.000000000000e+00       3.719162520367e-12       6.381573787082e-13      -4.179286917611e-15 
